approach,snapshot_index,snapshot_label,window_start_ts,window_end_ts,local_id,observation_id,identity_group,size,nodes_json
cumulative,4,days_0_250,0,21600000,6,CUM-C0407,dead-CUM-C0007,59,"[4, 8, 12, 15, 58, 72, 81, 82, 135, 138, 205, 284, 292, 304, 330, 362, 370, 371, 383, 405, 406, 422, 438, 441, 456, 520, 527, 528, 549, 563, 581, 584, 585, 587, 589, 594, 617, 628, 637, 680, 701, 720, 731, 741, 785, 818, 848, 867, 870, 871, 887, 909, 922, 936, 941, 942, 943, 946, 973]"
cumulative,4,days_0_250,0,21600000,7,CUM-C0408,c08,55,"[28, 56, 68, 95, 170, 176, 231, 245, 251, 264, 269, 311, 329, 338, 350, 361, 364, 375, 427, 432, 433, 461, 480, 482, 511, 531, 540, 582, 588, 606, 624, 641, 697, 698, 733, 734, 736, 764, 773, 789, 809, 815, 819, 836, 840, 855, 872, 873, 910, 925, 955, 983, 987, 994, 995]"
cumulative,4,days_0_250,0,21600000,8,CUM-C0409,c09,31,"[25, 41, 44, 48, 73, 85, 216, 318, 319, 321, 366, 386, 434, 458, 481, 499, 558, 565, 600, 618, 672, 679, 684, 704, 723, 753, 758, 844, 918, 956, 1002]"
cumulative,4,days_0_250,0,21600000,9,CUM-C0410,c11,27,"[17, 31, 67, 92, 122, 136, 142, 165, 200, 302, 316, 341, 344, 349, 428, 543, 647, 739, 831, 838, 857, 915, 952, 953, 963, 971, 990]"
cumulative,4,days_0_250,0,21600000,10,CUM-C0411,dead-CUM-C0411,22,"[62, 113, 124, 250, 263, 369, 444, 485, 513, 515, 535, 542, 551, 646, 722, 770, 821, 823, 854, 886, 927, 968]"
cumulative,4,days_0_250,0,21600000,11,CUM-C0412,dead-CUM-C0412,22,"[98, 117, 134, 150, 196, 257, 268, 278, 291, 297, 401, 415, 429, 449, 454, 504, 592, 683, 707, 713, 880, 1003]"
cumulative,5,days_0_300,0,25920000,0,CUM-C0501,c01,183,"[11, 26, 27, 34, 36, 39, 40, 49, 53, 60, 65, 75, 79, 83, 86, 90, 91, 116, 120, 137, 144, 146, 147, 151, 152, 157, 159, 161, 171, 179, 185, 187, 191, 193, 194, 197, 198, 203, 212, 214, 218, 220, 221, 229, 230, 233, 235, 239, 242, 244, 248, 253, 254, 255, 271, 272, 273, 277, 283, 285, 290, 306, 307, 308, 326, 334, 347, 352, 355, 379, 380, 394, 397, 398, 400, 413, 430, 443, 450, 462, 466, 471, 476, 483, 488, 492, 495, 533, 544, 546, 550, 554, 566, 568, 570, 571, 572, 577, 578, 590, 591, 596, 598, 607, 609, 612, 613, 619, 623, 625, 626, 627, 633, 640, 642, 651, 659, 660, 661, 662, 665, 668, 671, 673, 677, 678, 686, 687, 692, 695, 696, 703, 712, 714, 715, 734, 742, 746, 748, 752, 763, 769, 771, 772, 775, 776, 784, 787, 798, 802, 805, 807, 830, 833, 834, 835, 841, 852, 863, 865, 875, 877, 882, 890, 900, 901, 910, 923, 926, 930, 931, 933, 935, 938, 940, 951, 960, 966, 972, 975, 992, 993, 997]"
cumulative,5,days_0_300,0,25920000,1,CUM-C0502,c03,107,"[0, 6, 18, 19, 32, 59, 61, 71, 78, 101, 114, 115, 118, 127, 143, 145, 149, 158, 162, 169, 178, 184, 189, 195, 225, 228, 237, 243, 246, 249, 259, 265, 279, 281, 293, 295, 312, 320, 325, 333, 339, 365, 372, 377, 393, 404, 407, 409, 423, 426, 436, 452, 453, 457, 470, 479, 490, 496, 502, 519, 522, 538, 569, 580, 593, 595, 599, 605, 615, 635, 652, 669, 681, 693, 708, 710, 711, 716, 718, 724, 729, 732, 749, 754, 767, 779, 789, 791, 793, 797, 816, 843, 861, 862, 866, 876, 883, 884, 896, 904, 905, 907, 916, 934, 976, 991, 999]"
cumulative,5,days_0_300,0,25920000,2,CUM-C0503,c02,99,"[2, 9, 23, 30, 37, 43, 45, 52, 66, 74, 77, 80, 94, 104, 110, 111, 112, 119, 121, 126, 133, 166, 168, 182, 186, 204, 209, 227, 232, 240, 256, 260, 266, 267, 276, 287, 294, 305, 313, 332, 340, 356, 392, 412, 416, 425, 435, 439, 447, 459, 465, 472, 475, 478, 500, 517, 523, 539, 556, 557, 564, 573, 574, 575, 586, 602, 648, 655, 674, 694, 699, 700, 721, 730, 743, 759, 762, 765, 768, 782, 790, 794, 803, 812, 814, 825, 845, 859, 868, 869, 885, 889, 908, 912, 944, 946, 949, 984, 986]"
cumulative,5,days_0_300,0,25920000,3,CUM-C0504,c07,86,"[5, 7, 29, 62, 98, 107, 113, 117, 124, 134, 150, 175, 183, 192, 196, 201, 208, 226, 236, 238, 250, 257, 263, 268, 275, 278, 291, 297, 327, 335, 359, 369, 381, 385, 401, 415, 429, 440, 444, 446, 449, 454, 464, 468, 473, 485, 504, 513, 515, 535, 537, 542, 551, 553, 592, 646, 664, 670, 683, 688, 691, 707, 713, 722, 726, 737, 770, 800, 808, 810, 821, 823, 839, 849, 854, 880, 886, 897, 898, 899, 927, 948, 968, 980, 985, 1003]"
cumulative,5,days_0_300,0,25920000,4,CUM-C0505,c04,78,"[1, 38, 42, 46, 50, 64, 69, 70, 84, 96, 97, 102, 103, 106, 125, 132, 139, 154, 164, 172, 174, 206, 223, 299, 303, 309, 310, 322, 323, 324, 337, 343, 346, 368, 378, 388, 395, 399, 402, 420, 460, 474, 477, 487, 489, 498, 501, 505, 509, 510, 514, 524, 534, 548, 559, 562, 583, 603, 622, 634, 638, 649, 663, 676, 706, 735, 740, 780, 788, 822, 832, 842, 853, 879, 893, 939, 943, 950]"
cumulative,5,days_0_300,0,25920000,5,CUM-C0506,c05,76,"[10, 13, 14, 16, 76, 105, 131, 153, 173, 199, 213, 222, 252, 270, 317, 328, 331, 374, 382, 396, 410, 411, 418, 437, 442, 461, 467, 491, 497, 506, 508, 516, 532, 541, 576, 597, 616, 639, 644, 650, 653, 654, 657, 666, 682, 690, 702, 705, 719, 738, 745, 747, 761, 777, 783, 796, 801, 804, 820, 828, 837, 850, 881, 911, 921, 924, 928, 945, 967, 969, 970, 977, 979, 996, 1001, 1004]"
cumulative,5,days_0_300,0,25920000,6,CUM-C0507,dead-CUM-C0007,62,"[4, 8, 12, 15, 58, 72, 81, 82, 135, 138, 205, 284, 292, 304, 315, 330, 362, 370, 371, 383, 389, 405, 406, 422, 438, 441, 456, 520, 527, 528, 549, 563, 581, 584, 585, 587, 589, 594, 617, 628, 637, 680, 701, 717, 720, 731, 741, 757, 785, 818, 848, 867, 870, 871, 887, 909, 922, 932, 936, 941, 942, 973]"
cumulative,5,days_0_300,0,25920000,7,CUM-C0508,c06,62,"[24, 35, 87, 141, 148, 160, 167, 181, 188, 190, 202, 207, 241, 274, 280, 286, 288, 301, 353, 360, 373, 391, 408, 414, 421, 424, 431, 445, 469, 493, 512, 526, 530, 547, 552, 561, 614, 629, 630, 631, 643, 645, 656, 658, 685, 709, 795, 817, 824, 846, 847, 851, 858, 891, 894, 902, 920, 954, 957, 964, 978, 988]"
cumulative,5,days_0_300,0,25920000,8,CUM-C0509,c08,53,"[28, 56, 68, 95, 170, 176, 219, 231, 245, 251, 264, 269, 311, 329, 338, 350, 361, 364, 375, 427, 432, 433, 448, 480, 482, 511, 531, 540, 582, 588, 606, 624, 641, 697, 698, 733, 736, 764, 773, 809, 815, 819, 836, 840, 855, 872, 873, 925, 955, 983, 987, 994, 995]"
cumulative,5,days_0_300,0,25920000,9,CUM-C0510,c09,31,"[25, 41, 44, 48, 73, 85, 216, 318, 319, 321, 366, 386, 434, 458, 481, 499, 558, 565, 600, 618, 672, 679, 684, 704, 723, 753, 758, 844, 918, 956, 1002]"
cumulative,5,days_0_300,0,25920000,10,CUM-C0511,c11,27,"[17, 31, 67, 92, 122, 136, 142, 165, 200, 302, 316, 341, 344, 349, 428, 543, 647, 739, 831, 838, 857, 915, 952, 953, 963, 971, 990]"
cumulative,5,days_0_300,0,25920000,11,CUM-C0512,c14,7,"[180, 215, 217, 357, 727, 829, 958]"
cumulative,6,days_0_350,0,30240000,0,CUM-C0601,c01,177,"[11, 26, 27, 34, 36, 40, 49, 53, 60, 65, 75, 79, 83, 86, 90, 91, 116, 120, 137, 144, 146, 147, 151, 152, 157, 159, 161, 171, 179, 182, 185, 187, 191, 193, 194, 198, 203, 212, 213, 214, 218, 220, 221, 229, 230, 233, 242, 244, 248, 253, 254, 255, 271, 272, 277, 283, 285, 290, 306, 307, 308, 317, 326, 334, 347, 352, 355, 374, 379, 380, 394, 397, 398, 400, 413, 430, 443, 450, 462, 466, 471, 483, 488, 492, 495, 533, 544, 546, 550, 554, 566, 568, 570, 571, 572, 577, 578, 590, 591, 596, 607, 609, 612, 613, 619, 623, 625, 626, 633, 640, 642, 651, 659, 660, 661, 662, 665, 668, 671, 673, 677, 678, 686, 687, 692, 695, 696, 703, 712, 714, 715, 734, 739, 742, 746, 748, 752, 763, 769, 771, 772, 775, 776, 784, 787, 798, 802, 805, 807, 813, 830, 833, 834, 835, 852, 863, 865, 877, 882, 900, 901, 910, 926, 930, 931, 933, 935, 938, 940, 960, 966, 970, 972, 975, 992, 993, 997]"
cumulative,6,days_0_350,0,30240000,1,CUM-C0602,c03,104,"[0, 6, 16, 18, 19, 32, 59, 61, 71, 78, 114, 115, 118, 127, 143, 145, 149, 158, 162, 169, 178, 189, 195, 225, 228, 237, 243, 249, 259, 265, 279, 281, 293, 295, 312, 320, 325, 333, 339, 365, 372, 377, 393, 404, 407, 409, 410, 426, 436, 452, 453, 457, 470, 479, 490, 496, 502, 519, 522, 538, 569, 580, 593, 595, 599, 605, 615, 635, 652, 669, 681, 693, 708, 710, 711, 716, 718, 724, 729, 732, 749, 754, 767, 777, 791, 793, 797, 816, 843, 861, 862, 866, 876, 883, 884, 896, 904, 905, 907, 916, 934, 976, 991, 999]"
cumulative,6,days_0_350,0,30240000,2,CUM-C0603,c02,103,"[2, 9, 23, 30, 37, 43, 45, 52, 66, 74, 77, 80, 94, 104, 110, 111, 112, 119, 121, 126, 128, 133, 166, 168, 186, 204, 209, 227, 232, 240, 256, 260, 266, 267, 276, 287, 294, 305, 313, 332, 340, 356, 392, 412, 416, 425, 435, 439, 447, 459, 465, 472, 475, 478, 500, 517, 523, 539, 556, 557, 564, 573, 574, 575, 586, 598, 602, 648, 655, 674, 694, 699, 700, 721, 730, 743, 756, 759, 762, 765, 768, 782, 790, 794, 803, 812, 814, 825, 845, 859, 868, 869, 885, 889, 908, 912, 944, 946, 948, 949, 961, 984, 986]"
cumulative,6,days_0_350,0,30240000,3,CUM-C0604,c04,84,"[1, 38, 42, 46, 50, 64, 69, 70, 76, 84, 96, 97, 101, 102, 103, 106, 125, 132, 139, 154, 164, 172, 174, 184, 206, 223, 246, 299, 303, 309, 310, 322, 323, 324, 337, 343, 346, 368, 378, 388, 395, 399, 402, 420, 423, 460, 474, 477, 487, 489, 498, 501, 505, 509, 510, 514, 524, 534, 548, 559, 562, 583, 603, 622, 634, 638, 649, 663, 676, 705, 706, 735, 740, 779, 780, 788, 822, 832, 842, 853, 879, 893, 939, 950]"
cumulative,6,days_0_350,0,30240000,4,CUM-C0605,c05,78,"[10, 13, 14, 39, 105, 131, 153, 173, 197, 199, 222, 235, 239, 252, 270, 273, 328, 331, 382, 396, 411, 418, 437, 442, 467, 473, 476, 497, 506, 508, 516, 532, 541, 576, 597, 616, 627, 639, 644, 650, 653, 654, 657, 666, 682, 690, 702, 719, 738, 745, 747, 761, 783, 796, 801, 804, 820, 826, 828, 837, 850, 875, 881, 890, 911, 921, 923, 924, 928, 945, 951, 967, 969, 977, 979, 996, 1001, 1004]"
cumulative,6,days_0_350,0,30240000,5,CUM-C0606,dead-CUM-C0007,64,"[4, 8, 12, 15, 58, 72, 81, 82, 135, 138, 205, 211, 284, 292, 304, 315, 330, 348, 362, 370, 371, 383, 389, 405, 406, 422, 438, 441, 456, 520, 527, 528, 549, 563, 581, 584, 585, 587, 589, 594, 617, 628, 637, 680, 701, 717, 720, 731, 741, 757, 785, 818, 848, 867, 870, 871, 887, 909, 922, 932, 936, 942, 943, 973]"
cumulative,6,days_0_350,0,30240000,6,CUM-C0607,c06,64,"[24, 35, 87, 141, 148, 160, 167, 181, 188, 190, 202, 207, 241, 274, 280, 286, 288, 301, 353, 360, 373, 391, 408, 414, 421, 424, 431, 445, 469, 484, 493, 512, 526, 530, 547, 552, 561, 614, 629, 630, 631, 643, 645, 656, 658, 685, 709, 795, 817, 824, 841, 846, 847, 851, 858, 891, 894, 902, 920, 954, 957, 964, 978, 988]"
cumulative,6,days_0_350,0,30240000,7,CUM-C0608,c07,62,"[5, 7, 29, 98, 107, 117, 134, 150, 175, 183, 192, 196, 201, 208, 226, 236, 257, 262, 268, 275, 278, 291, 297, 327, 335, 359, 381, 385, 401, 415, 429, 440, 446, 449, 454, 464, 468, 491, 504, 537, 553, 592, 664, 670, 683, 688, 707, 713, 726, 737, 808, 810, 839, 849, 880, 897, 898, 899, 941, 980, 985, 1003]"
cumulative,6,days_0_350,0,30240000,8,CUM-C0609,c08,56,"[28, 56, 68, 95, 170, 176, 219, 231, 245, 251, 264, 269, 311, 329, 338, 350, 361, 364, 375, 427, 432, 433, 448, 461, 480, 482, 511, 531, 540, 582, 588, 606, 624, 641, 697, 698, 733, 736, 764, 773, 789, 809, 815, 819, 836, 840, 855, 872, 873, 874, 925, 955, 983, 987, 994, 995]"
cumulative,6,days_0_350,0,30240000,9,CUM-C0610,c09,31,"[25, 41, 44, 48, 73, 85, 216, 318, 319, 321, 366, 386, 434, 458, 481, 499, 558, 565, 600, 618, 672, 679, 684, 704, 723, 753, 758, 844, 918, 956, 1002]"
cumulative,6,days_0_350,0,30240000,10,CUM-C0611,c11,28,"[17, 31, 67, 92, 122, 136, 142, 165, 200, 302, 316, 341, 344, 349, 428, 543, 636, 647, 831, 838, 857, 892, 915, 952, 953, 963, 971, 990]"
cumulative,6,days_0_350,0,30240000,11,CUM-C0612,c10,24,"[62, 113, 124, 250, 263, 369, 444, 485, 513, 515, 535, 542, 551, 646, 691, 722, 770, 800, 821, 823, 854, 886, 927, 968]"
cumulative,6,days_0_350,0,30240000,12,CUM-C0613,c14,8,"[180, 215, 217, 238, 357, 727, 829, 958]"
cumulative,7,days_0_400,0,34560000,0,CUM-C0701,c01,196,"[8, 11, 26, 27, 34, 36, 39, 40, 47, 49, 53, 60, 65, 70, 75, 79, 83, 86, 91, 93, 116, 120, 129, 137, 146, 147, 151, 152, 157, 159, 161, 171, 179, 182, 185, 187, 191, 193, 194, 197, 198, 203, 212, 213, 214, 218, 220, 221, 229, 230, 233, 235, 239, 242, 244, 248, 253, 254, 255, 271, 272, 273, 277, 283, 285, 290, 306, 307, 308, 317, 326, 334, 336, 347, 352, 355, 367, 374, 379, 380, 394, 397, 398, 400, 413, 430, 443, 450, 462, 466, 471, 476, 483, 488, 492, 495, 525, 533, 544, 546, 550, 554, 566, 568, 571, 572, 577, 578, 585, 590, 591, 596, 607, 609, 612, 617, 619, 623, 626, 627, 633, 640, 642, 651, 659, 660, 661, 662, 665, 668, 669, 671, 673, 677, 678, 686, 687, 692, 695, 696, 703, 706, 712, 714, 715, 734, 739, 741, 742, 746, 748, 752, 763, 769, 771, 772, 775, 776, 784, 787, 792, 798, 802, 805, 807, 813, 830, 833, 834, 835, 852, 863, 865, 875, 877, 882, 890, 900, 901, 910, 923, 926, 930, 931, 933, 935, 938, 940, 951, 960, 966, 972, 975, 992, 993, 997]"
cumulative,7,days_0_400,0,34560000,1,CUM-C0702,c03,120,"[0, 6, 16, 18, 19, 32, 55, 59, 61, 71, 78, 89, 99, 101, 114, 115, 118, 127, 143, 145, 149, 158, 162, 169, 178, 184, 189, 195, 224, 225, 228, 237, 243, 246, 249, 259, 265, 279, 281, 293, 295, 296, 312, 314, 320, 325, 333, 339, 345, 349, 359, 365, 372, 377, 393, 404, 407, 409, 410, 423, 426, 436, 452, 453, 455, 457, 470, 479, 490, 496, 502, 519, 522, 538, 569, 580, 593, 595, 599, 605, 615, 635, 652, 681, 690, 693, 705, 708, 710, 711, 716, 718, 724, 729, 732, 749, 754, 767, 777, 779, 791, 793, 816, 843, 861, 862, 866, 876, 883, 884, 896, 904, 905, 907, 916, 929, 934, 976, 991, 999]"
cumulative,7,days_0_400,0,34560000,2,CUM-C0703,c02,111,"[2, 9, 23, 30, 37, 43, 45, 52, 66, 74, 77, 80, 94, 104, 109, 110, 111, 112, 119, 121, 126, 128, 133, 166, 168, 186, 204, 209, 227, 232, 240, 256, 257, 260, 266, 267, 276, 287, 294, 305, 313, 332, 340, 356, 392, 412, 416, 425, 435, 439, 447, 459, 465, 472, 475, 478, 500, 517, 523, 539, 556, 557, 564, 567, 570, 573, 574, 575, 586, 598, 602, 648, 655, 674, 694, 699, 700, 721, 730, 743, 751, 756, 759, 762, 765, 768, 782, 790, 794, 803, 812, 814, 825, 845, 859, 868, 869, 885, 888, 889, 908, 912, 944, 946, 948, 949, 961, 984, 986, 998, 1000]"
cumulative,7,days_0_400,0,34560000,3,CUM-C0704,c04,95,"[1, 38, 42, 46, 50, 64, 69, 76, 84, 96, 97, 102, 103, 105, 106, 125, 132, 139, 153, 154, 164, 172, 174, 206, 222, 223, 282, 299, 303, 309, 310, 322, 323, 324, 331, 337, 343, 346, 368, 376, 378, 388, 395, 399, 402, 411, 418, 419, 420, 460, 474, 477, 487, 489, 497, 498, 501, 505, 509, 510, 514, 524, 534, 548, 559, 562, 583, 601, 603, 616, 622, 634, 638, 639, 649, 663, 676, 735, 740, 780, 788, 822, 832, 842, 853, 879, 893, 911, 939, 943, 950, 969, 977, 996, 1004]"
cumulative,7,days_0_400,0,34560000,4,CUM-C0705,c06,67,"[24, 35, 87, 141, 148, 160, 167, 181, 188, 190, 202, 207, 241, 274, 280, 286, 288, 301, 353, 360, 373, 391, 408, 414, 421, 424, 431, 445, 469, 484, 493, 512, 526, 530, 547, 552, 561, 614, 629, 630, 631, 643, 645, 656, 658, 685, 709, 750, 773, 795, 817, 824, 841, 846, 847, 851, 858, 891, 894, 902, 920, 954, 957, 964, 978, 988, 989]"
cumulative,7,days_0_400,0,34560000,5,CUM-C0706,dead-CUM-C0007,63,"[4, 12, 15, 58, 72, 81, 82, 108, 135, 138, 205, 211, 284, 292, 304, 315, 330, 348, 362, 370, 371, 383, 389, 405, 406, 422, 438, 441, 456, 520, 527, 528, 549, 563, 581, 584, 587, 589, 594, 628, 637, 680, 701, 717, 720, 731, 757, 785, 797, 818, 848, 860, 867, 870, 871, 887, 909, 922, 932, 936, 941, 942, 973]"
cumulative,7,days_0_400,0,34560000,6,CUM-C0707,c07,60,"[5, 7, 29, 98, 107, 117, 134, 150, 175, 183, 192, 196, 201, 208, 226, 236, 262, 268, 275, 278, 289, 291, 297, 327, 335, 381, 385, 401, 415, 429, 440, 446, 449, 454, 464, 468, 473, 491, 504, 537, 553, 592, 664, 670, 683, 688, 707, 713, 726, 737, 808, 810, 839, 849, 880, 898, 899, 980, 985, 1003]"
cumulative,7,days_0_400,0,34560000,7,CUM-C0708,c05,56,"[10, 13, 14, 90, 131, 144, 173, 199, 252, 270, 328, 382, 396, 437, 442, 467, 506, 508, 516, 532, 541, 576, 597, 613, 625, 644, 650, 653, 654, 657, 666, 682, 702, 719, 738, 745, 747, 761, 783, 796, 801, 804, 820, 826, 828, 837, 850, 881, 921, 924, 928, 945, 967, 970, 979, 1001]"
cumulative,7,days_0_400,0,34560000,8,CUM-C0709,c08,55,"[28, 56, 68, 95, 170, 176, 219, 231, 245, 251, 264, 269, 311, 329, 338, 350, 361, 364, 375, 427, 432, 433, 448, 461, 480, 482, 511, 531, 540, 582, 588, 606, 624, 641, 697, 698, 733, 736, 764, 789, 809, 815, 819, 836, 840, 855, 872, 873, 874, 925, 955, 983, 987, 994, 995]"
cumulative,7,days_0_400,0,34560000,9,CUM-C0710,c09,32,"[25, 41, 44, 48, 73, 85, 216, 318, 319, 321, 366, 386, 434, 458, 481, 499, 503, 558, 565, 600, 618, 672, 679, 684, 704, 723, 753, 758, 844, 918, 956, 1002]"
cumulative,7,days_0_400,0,34560000,10,CUM-C0711,c10,28,"[62, 113, 124, 163, 250, 263, 369, 444, 485, 513, 515, 535, 542, 551, 646, 691, 722, 770, 799, 800, 821, 823, 854, 886, 895, 913, 927, 968]"
cumulative,7,days_0_400,0,34560000,11,CUM-C0712,c11,27,"[17, 31, 67, 92, 122, 136, 142, 165, 200, 302, 316, 341, 344, 428, 543, 636, 647, 831, 838, 857, 892, 915, 952, 953, 963, 971, 990]"
cumulative,7,days_0_400,0,34560000,12,CUM-C0713,c14,10,"[123, 180, 215, 217, 238, 357, 727, 829, 897, 958]"
cumulative,8,days_0_450,0,38880000,0,CUM-C0801,c01,179,"[8, 11, 26, 34, 36, 39, 40, 47, 49, 53, 60, 65, 75, 79, 83, 86, 90, 93, 116, 120, 137, 144, 146, 151, 152, 155, 159, 161, 179, 185, 187, 191, 193, 194, 197, 198, 203, 212, 213, 214, 218, 220, 221, 229, 233, 235, 239, 242, 244, 248, 253, 254, 257, 271, 272, 273, 283, 290, 300, 306, 307, 317, 326, 334, 352, 367, 374, 379, 380, 390, 394, 397, 398, 400, 413, 430, 443, 450, 462, 466, 471, 476, 483, 488, 492, 495, 523, 525, 533, 544, 546, 550, 554, 566, 568, 571, 572, 578, 585, 591, 596, 607, 609, 613, 617, 619, 623, 625, 626, 633, 640, 642, 651, 659, 660, 661, 662, 665, 668, 669, 671, 677, 678, 687, 692, 695, 696, 703, 706, 712, 714, 734, 739, 741, 742, 746, 752, 763, 769, 771, 772, 775, 776, 784, 787, 798, 802, 805, 807, 811, 813, 830, 833, 834, 835, 852, 863, 864, 865, 875, 882, 890, 900, 901, 910, 923, 930, 935, 938, 940, 951, 960, 962, 970, 975, 981, 992, 993, 997]"
cumulative,8,days_0_450,0,38880000,1,CUM-C0802,c03,125,"[0, 6, 16, 18, 19, 32, 55, 59, 61, 71, 78, 89, 99, 101, 114, 115, 118, 127, 130, 143, 145, 149, 158, 162, 169, 178, 184, 189, 195, 225, 228, 237, 243, 246, 249, 259, 265, 279, 281, 293, 295, 296, 312, 314, 325, 333, 339, 345, 359, 365, 372, 376, 377, 393, 404, 407, 409, 410, 423, 426, 436, 452, 453, 455, 457, 470, 479, 496, 502, 519, 522, 527, 538, 569, 579, 580, 593, 595, 599, 605, 615, 635, 652, 681, 690, 693, 705, 708, 710, 711, 716, 718, 724, 728, 729, 732, 749, 754, 767, 777, 779, 785, 786, 791, 793, 816, 843, 861, 862, 866, 876, 878, 883, 884, 896, 904, 905, 907, 916, 919, 929, 934, 976, 991, 999]"
cumulative,8,days_0_450,0,38880000,2,CUM-C0803,c02,113,"[2, 9, 23, 30, 37, 43, 45, 52, 66, 74, 77, 80, 94, 104, 109, 110, 111, 112, 119, 121, 126, 128, 133, 166, 168, 182, 186, 204, 209, 210, 227, 232, 240, 256, 260, 266, 267, 276, 287, 294, 305, 313, 332, 340, 356, 392, 412, 416, 425, 435, 439, 447, 459, 465, 472, 475, 478, 490, 500, 517, 539, 556, 557, 560, 564, 567, 570, 573, 574, 575, 586, 598, 602, 648, 655, 674, 694, 699, 700, 721, 730, 743, 744, 751, 756, 759, 762, 765, 768, 782, 790, 794, 803, 812, 814, 825, 845, 859, 868, 869, 885, 889, 908, 912, 944, 946, 948, 949, 961, 974, 984, 986, 998]"
cumulative,8,days_0_450,0,38880000,3,CUM-C0804,c04,85,"[1, 38, 42, 46, 50, 64, 69, 70, 76, 84, 88, 91, 96, 97, 102, 103, 106, 125, 132, 139, 154, 164, 172, 174, 206, 223, 247, 282, 299, 303, 309, 310, 322, 323, 324, 337, 343, 346, 368, 378, 388, 395, 399, 402, 420, 460, 474, 477, 487, 489, 498, 501, 505, 509, 510, 514, 524, 534, 548, 559, 562, 583, 601, 603, 612, 622, 634, 638, 649, 663, 676, 735, 740, 780, 788, 822, 832, 842, 853, 879, 893, 906, 939, 943, 950]"
cumulative,8,days_0_450,0,38880000,4,CUM-C0805,c05,72,"[10, 13, 14, 105, 131, 153, 173, 199, 222, 252, 270, 328, 331, 382, 396, 411, 418, 419, 437, 442, 467, 497, 506, 508, 516, 532, 541, 576, 597, 611, 616, 639, 644, 650, 653, 654, 657, 666, 682, 702, 719, 738, 745, 747, 760, 761, 783, 796, 801, 804, 820, 826, 828, 837, 839, 850, 856, 881, 903, 911, 921, 924, 928, 945, 967, 969, 977, 979, 982, 996, 1001, 1004]"
cumulative,8,days_0_450,0,38880000,5,CUM-C0806,c06,71,"[24, 35, 51, 87, 141, 148, 160, 167, 181, 188, 190, 202, 207, 241, 274, 280, 286, 288, 301, 353, 360, 373, 387, 391, 408, 414, 421, 424, 431, 445, 451, 469, 484, 493, 512, 526, 530, 547, 552, 561, 610, 614, 629, 630, 631, 643, 645, 656, 658, 685, 709, 750, 773, 795, 817, 824, 841, 846, 847, 851, 858, 891, 894, 902, 920, 954, 957, 964, 978, 988, 989]"
cumulative,8,days_0_450,0,38880000,6,CUM-C0807,dead-CUM-C0007,66,"[4, 12, 15, 54, 58, 63, 72, 81, 82, 108, 135, 138, 205, 211, 284, 292, 304, 315, 330, 348, 362, 370, 371, 383, 389, 405, 406, 422, 438, 441, 456, 520, 528, 549, 563, 581, 584, 587, 589, 594, 627, 628, 637, 680, 701, 717, 720, 731, 757, 792, 797, 818, 848, 860, 867, 870, 871, 887, 909, 922, 932, 936, 937, 941, 942, 973]"
cumulative,8,days_0_450,0,38880000,7,CUM-C0808,c07,61,"[5, 7, 29, 98, 107, 117, 134, 150, 175, 183, 192, 196, 201, 208, 226, 236, 262, 268, 275, 278, 289, 291, 297, 320, 327, 335, 358, 381, 385, 401, 415, 429, 440, 446, 449, 454, 464, 468, 473, 491, 504, 537, 553, 592, 664, 670, 683, 688, 707, 713, 726, 737, 808, 810, 849, 880, 898, 899, 980, 985, 1003]"
cumulative,8,days_0_450,0,38880000,8,CUM-C0809,c09,58,"[25, 27, 41, 44, 48, 73, 85, 129, 147, 157, 171, 216, 230, 255, 277, 285, 308, 318, 319, 321, 336, 347, 355, 366, 386, 434, 458, 481, 499, 503, 558, 565, 577, 590, 600, 618, 672, 673, 679, 684, 686, 704, 715, 723, 748, 753, 758, 844, 877, 918, 926, 931, 933, 956, 966, 972, 1000, 1002]"
cumulative,8,days_0_450,0,38880000,9,CUM-C0810,c08,56,"[28, 33, 56, 68, 95, 170, 176, 219, 231, 245, 251, 264, 269, 311, 329, 338, 350, 361, 364, 375, 427, 432, 433, 448, 461, 480, 482, 511, 531, 540, 582, 588, 606, 624, 641, 697, 698, 733, 736, 764, 789, 809, 815, 819, 836, 840, 855, 872, 873, 874, 925, 955, 983, 987, 994, 995]"
cumulative,8,days_0_450,0,38880000,10,CUM-C0811,c11,31,"[17, 31, 67, 92, 122, 136, 142, 165, 200, 224, 302, 316, 341, 344, 349, 351, 428, 543, 636, 647, 831, 838, 857, 888, 892, 915, 952, 953, 963, 971, 990]"
cumulative,8,days_0_450,0,38880000,11,CUM-C0812,c10,30,"[62, 113, 124, 163, 250, 263, 369, 444, 485, 513, 515, 518, 535, 542, 551, 604, 646, 691, 722, 770, 799, 800, 821, 823, 854, 886, 895, 913, 927, 968]"
cumulative,8,days_0_450,0,38880000,12,CUM-C0813,c14,10,"[123, 180, 215, 217, 238, 357, 727, 829, 897, 958]"
